DATE,BAT SPECIES (COMMON NAME),COUNT,RECORD TYPE,IDENTIFICATION,OS GRID REF,ADDRESS,POST CODE,HABITAT,STRUCTURE,COUNT TYPE,SEX,AGE,EVENT,EXPERIENCE,COMMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2020,Daubenton’s Bat,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Wardens cottage, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2020,Noctule Bat,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Wardens cottage, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2020,Pipistrelle Bat (45kHz) ,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Wardens cottage, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2020,Nyctalus species,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Wardens cottage, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2020,Serotine Bat,2,Roost (unknown type),Sight Record and Bat Detector,TR 01401 45273,"Tile Kiln road, Kennington, Ashford, Kent  ",TN24 9NT.,,Building - farm outbuildings,Count,Unknown,Unknown,Consultant Survey,Consultant,Two bats entered during rain. No internal evidence. Opportunistic shelter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2020,Long-Eared Bat Brown,1,Droppings Only,Droppings Only,TR 01401 45273,"Tile Kiln road, Kennington, Ashford, Kent  ",TN24 9NT.,,Building - farm outbuildings,Estimate,Unknown,Unknown,Consultant Survey,Consultant,BLE feeding / night roost within Atcost building. DNA confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2020,Serotine Bat,2,Flying Bat Feeding,Sight Record and Bat Detector,TR 01401 45273,"Tile Kiln road, Kennington, Ashford, Kent  ",TN24 9NT.,Garden,,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2020,Pipistrelle Bat (45kHz) ,1,Flying Bat Feeding,Sight Record and Bat Detector,TR 01401 45273,"Tile Kiln road, Kennington, Ashford, Kent  ",TN24 9NT.,Garden,,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2020,Pipistrelle Bat (55kHz) ,1,Flying Bat Feeding,Sight Record and Bat Detector,TR 01401 45273,"Tile Kiln road, Kennington, Ashford, Kent  ",TN24 9NT.,Garden,,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2020,Noctule Bat,,Flying Bat,Bat Detector Only,TQ5192656715,"Sevenoaks Wildlife Reserve, boat hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2020,Pipistrelle Bat (45kHz) ,,Flying Bat,Bat Detector Only,TQ5192656715,"Sevenoaks Wildlife Reserve, boat hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2020,Pipistrelle Bat (55kHz) ,,Flying Bat,Bat Detector Only,TQ5192656715,"Sevenoaks Wildlife Reserve, boat hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2020,Leisler’s Bat ,,Flying Bat,Bat Detector Only,TQ5192656715,"Sevenoaks Wildlife Reserve, boat hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2020,Daubenton’s Bat,,Flying Bat,Bat Detector Only,TQ5192656715,"Sevenoaks Wildlife Reserve, boat hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2020,Pipistrelle Bat (45kHz) ,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Utility hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2020,Pipistrelle Bat (55kHz) ,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Utility hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2020,Noctule Bat,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Utility hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2020,Myotis species,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Utility hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2020,Pipistrelle Nathusius’ ,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Utility hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2020,Serotine Bat,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Utility hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2020,Long-Eared Bat Brown,1,Flying Bat,Bat Detector Only,TQ5187356690,"Sevenoaks Wildlife Reserve, Utility hut, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2020,Pipistrelle Bat (55kHz) ,3,Flying Bat Feeding,Bat Detector Only,TQ5187356690,"Visitor Centre at Sevenoaks KWT Wildlife Reserve, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2020,Pipistrelle Bat (45kHz) ,1,Flying Bat Feeding,Bat Detector Only,TQ5187356690,"Visitor Centre at Sevenoaks KWT Wildlife Reserve, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2020,Noctule Bat,1,Flying Bat,Bat Detector Only,TQ5187356690,"Visitor Centre at Sevenoaks KWT Wildlife Reserve, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2020,Myotis species,1,Flying Bat,Bat Detector Only,TQ5187356690,"Visitor Centre at Sevenoaks KWT Wildlife Reserve, Sevenoaks",TN13 3LP,Woodland - broadleaved,,Estimate,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2020,Long-Eared Bat Brown,,Droppings Only,Droppings Only,TQ4862251701,"st Mary's Church, Ide Hill ",TN14 6JP,Woodland - broadleaved,Building - church,,Unknown,Unknown,NBMP Survey,Bat Group Member,BCT Bats In Churches project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2020,Pipistrelle Bat (45kHz) ,,Droppings Only,Droppings Only,TQ4862251701,"st Mary's Church, Ide Hill ",TN14 6JP,Woodland - broadleaved,Building - church,,Unknown,Unknown,NBMP Survey,Bat Group Member,BCT Bats In Churches project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2020,Pipistrelle Bat (45kHz) ,,Droppings Only,Sound Analysis,TQ4747842772,"Holy Trinity Chuch, Cow Ln, Markbeech, Edenbridge ",TN8 5NT,Rural,Building - church,,Unknown,Unknown,NBMP Survey,Bat Group Member,BCT Bats In Churches project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2020,Long-Eared Bat Brown,,Droppings Only,Sound Analysis,TQ4747842772,"Holy Trinity Chuch, Cow Ln, Markbeech, Edenbridge ",TN8 5NT,Rural,Building - church,,Unknown,Unknown,NBMP Survey,Bat Group Member,BCT Bats In Churches project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2020,Pipistrelle Kuhl's,1,Grounded Bat,Examined In Hand,TR294390,"Lighthouse, Samphire Hoe CP, Dover",CT17 9FL,Coastal ,Building,,Female,Adult,Bat Rescue,Licenced Bat Worker,Wt 5.4g FA 33.9mm. NP. Dropping DNA confirmed species. Released 17/10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2021,Pipistrelle species ,1,Hibernating Bat,Close Observation,TQ5190056657,"Visitor Centre at Sevenoaks KWT Wildlife Reserve, Sevenoaks",TN13 3LP,Woodland - broadleaved,Bat Box,Count,Unknown,Unknown,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2021,Pipistrelle Bat (45kHz) ,1,Hibernating Bat,Sight Record and Bat Detector,TQ 927 599,"Newbury Farm, Dully Road, Sittingbourne ME9 9PB ",ME9 9PB ,,Building - barn,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2021,Pipistrelle Bat (45kHz) ,2,Roost (unknown type),Sight Record and Bat Detector,TQ930595,"Hole Street Farm, Kingsdown Road, Lynsted ME9 0QX ",ME9 0QX ,,Building - barn,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/2021,Pipistrellus (45 or 55kHz) species,3,Roost (unknown type),Sight Record and Bat Detector,TQ 83505 39843,"Iraden, Hareplain road, Biddenden TN27 8LH ",TN27 8LH ,,Building - dwelling,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2021,Pipistrelle Bat (45kHz) ,1,Roost (unknown type),Sight Record and Bat Detector,TQ 902 466,"Smithy Farm, Rock Hill Road, Egerton TN27 9 ED ",TN27 9 ED ,,Building - farm outbuildings,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,Pipistrelle Bat (45kHz) ,2,Roost (unknown type),Sight Record and Bat Detector,TR 323 696,"Summerlands, 123 Canterbury Road, Westgate-on-Sea Kent, CT8 8NL ", CT8 8NL ,,Building,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,Long-Eared Bat Brown,1,Roost (unknown type),Sight Record and Bat Detector,TR 323 696,"Summerlands, 123 Canterbury Road, Westgate-on-Sea Kent, CT8 8NL ", CT8 8NL ,,Building,Count,,,Consultant Survey,Consultant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
